Domain,Kingdom,Phylum or Division,Class,Order,Suborder,Superfamily,Family,Subfamily,Tribe or Section,Genus,Specific Epithtet,Infraspecific Epithet,Author,Origin,Suborigin,IUCN Status,Taxon Status,Darwin,Española,Fernandina,Floreana,Genovesa,Isabela,Marchena,Pinta,Pinzón,San Cristóbal,Santa Cruz,Santa Fé,Santiago,Unknown Island,Wolf,Elizabeth Bay/Bahía Elizabeth,Far-northern/Lejano Norte,Northern/Norte,South-eastern/Centro Sur,Unknown Bioregion,Western/Oeste,TaxonID,English Common Name,Spanish Common Name,Local Name,Taxonomic Comments,Distribution Comments,Spanish Distribution Comments,English Comments,Spanish Comments,English Description,Spanish Description
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,,Callinectes,arcuatus,,"Ordway, 1863",Na,Id,NE,1,,,,,,True,,,,,True,,,,,,,,True,,True,8499,Cuata swimming crab,nadador arqueado,,"Syn.: Callinectes dubia Kingsley, 1879, Callinectes nitidus A. Milne-Edwards, 1879, Callinectes pleuriticus Ordway, 1863, fide Appeltans et al.(2010)","Gulf of California and Panamic from Los Angeles, California to Chile and Ecuador (Galapagos Islands)",,"Origin and Affin. Atlantic. Littoral shore and Sublittoral to 25 m, on sand or sand/mud.","Origen y Affin. Atlántico.Litoral costa y Sublittoral hasta 25 m, sobre arena o arena/fango.",Caparace width to 111 mm.,Longitud de carapazón: 11 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,,Callinectes,toxotes,,"Ordway, 1863",Na,Id,,1,,,,,,True,,,,,,,,,,,,,,,True,9379,Wimming crab,cangrejo nadador,,"Syn.: Callinectes diacanthus var. robustus A. Milne-Edwards, 1879 fide Appeltans et al. (2010)",Gulf of California and Panamic,,Origin and Affin. Atlantic.,Origen y Affin. Atlántico.,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,,Cronius,ruber,,"(Lamarck, 1818)",Na,Id,NE,1,,,True,,,True,,,True,,True,,True,,,True,,,True,,True,8497,Red swimming crab,cangrejo nadador rojo,,"Syn.: Amphitrite edwardsii Lockington, 1877, Goniosoma millerii A. Milne-Edwards, 1868, Portunus ruber Lamarck, 1818, fide Appeltans et al.(2010)","Gulf of California, Panamic, Atlantic from Baja California, Mexico to Peru and Ecuador (Galapagos Islands)",,Origin and Affin. Atlantic. Littoral rocky shore and Sublittoral to 40 m.,Origen y Affin. Atlántico.Litoral costa rocosa y Sublitoral hasta 40 m.,Caparace width to 85 mm.,Longitud de carapazón: 85 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,,Euphylax,dovii,,"Stimpson, 1860",Na,Id,,1,,,,,,True,,,,,True,True,,,,True,,,True,,True,8498,Pelagic swimming crab,cangrejo nadador pelagico,,,,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,Eubrachyura,Achelous,stanfordi,,"(Rathbun, 1902)",Na,En,,1,,,,,,,,,,,,,,True,,,,,,True,,17646,Stanford swimming crab,nadador de Stanford,,"Syn.: Portunus stanfordi Rathbun, 1902, fide Appeltans et al. (2013)",Ecuador (Galapagos Islands),Ecuador (Islas Galapagos),Origin and Affin. Eastern Pacific. Sublittoral on sand bottom to 300 m.,Origen y Affin. Pacífico Oriental. Sublitoral sobre fondos arenosos hasta 300 m.,Caparace width between long lateral spines to 49 mm,Ancho del caparazon entre las espinas laterales hasta 49 mm
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Portunoidea,Portunidae,Portuninae,Eubrachyura,Achelous,tuberculatus,,"Stimpson, 1860",Na,Id,NE,1,,,,,,,,,,,,,,True,,,,,,True,,17647,Tiberculated swimming crab,nadador tuberculado,,"Syn.: Portunus tuberculatus (Stimpson, 1860), fide Appeltans et al. (2013)",Gulf of California to Ecuador including Galapagos Islands,,Origin and Affin. Eastern Pacific. Littoral and Sublittoral to 65 m.,Origen y Affin. Pacífico Oriental.Litoral y Sublitoral hasta 65 m.,Caparace width between long lateral spines to 72 mm.,Ancho del caparazon entre las espinas laterales hasta 72 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Processoidea,Processidae,,,Ambidexter,panamensis,,"Abele, 1972",NoData,NoData,,1,,,,,,,,,,,True,,,,,,,,True,,,14691,,,,,,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Processoidea,Processidae,,,Ambidexter,swifti,,"Abele, 1972",NoData,NoData,,1,,,,,,,,,,,True,,,,,,,,True,,,14690,,,,,,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Processoidea,Processidae,,,Processa,peruviana,,"Wicksten, 1983",NoData,NoData,,1,,,,,,,,,,,True,,,,,,,,True,,,14692,Shrimp,camaron,,,,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Raninoidea,Raninidae,,,Notosceles,ecuadorensis,,"(Rathbun, 1935)",Na,Id,,1,,,,,,,,,,,True,,,,,,,,True,,,14481,,,,"Syn.: Raninoides ecuadorensis Rathbun, 1935","Eastern Pacific, Gulf of California and Panamá",,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Raninoidea,Raninidae,,,Ranilia,fornicata,,"(Faxon, 1893)",Na,Id,NE,1,,,,True,,,,,,,True,,,,,,,,True,,,8457,Arched frog crab,cangrejo rana,,"Syn.: Raninops fornicata Faxon, 1893, fide Appeltans et al. (2010).","Gulf to California, Panamá to Ecuador in the Galapagos Islands",,"Subtidal on sandy bottom, rocks and mud.","Submareal sobre sustratos arenosos, rocas y lodo.",Caparace width to 5 mm.,Longitud de carapazón: 5 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Trapezioidea,Domeciidae,,,Jonesius,triunguiculatus,,"(Borradaile, 1902)",Na,Id,,1,,,,,,,,,,,True,,,,,,,,True,,,11788,,,,"Syn.: Jonesius minuta Sankarankutty, 1962, Maldivia galapagensis Garth, 1939, Maldivia gardineri Rathbun, 1911, Maldivia triunguiculata (Borradaile, 1902), Pseudozius triunguiculatus Borradaile, 1902, fide Appeltans et al. (2010)","Pamamic, Indo-Pacific Ecuador (Galapagos Islands)",,Origin and Affin. Western Pacific.,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Trapezioidea,Trapeziidae,Quadrellinae,,Quadrella,nitida,,"Smith, 1869",Na,Id,NE,1,,,True,,,,,,,True,True,,,,,True,,,True,,,8536,Sea fan crab,cangrejo de abanico de mar,,,Gulf to California to Panama and Ecuador (Galapagos Islands),,Origin and Affin. Western Pacific. Apparently exclusively commensal on the gorgonian Murice miser.,Origen y Affin. Del Pacífico Occidental.Aparentemente comensal esclusivo the gorgonia Murice miser.,Caparace width to 13 mm.,Longitud de carapazón: 13 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Trapezioidea,Trapeziidae,Trapeziinae,,Trapezia,digitalis,,"Latreille, 1828",Na,Id,NE,1,,True,,,,,,,,,True,,,,,,,,True,,,8535,Xanthid crab,cangrejo xantido,,"Syn.: Trapezia digitalis var. typica Borradaile, 1902 (pre-occupied name), Trapezia fusca Hombron & Jacquinot, 1846, Trapezia leucodactyla Rüppell, 1830, Trapezia nigrofusca Stimpson, 1860, fide Appeltans et al. (2010)","Gulf of California, Baja California, Mexico to Panama and Ecuador (Galapagos Islands); also Red Sea and Indo- Pacific",,"Origin and Affin. Western Pacific. Sublittoral, exclusivelly commensal of Pocillopora corals.","Origen y Affin. Del Pacífico Occidental.Sublitoral, exclusivamente comensal de corales pocillopora.",Caparace width to 14.5 mm.,Longitud de carapazón: 14.5 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Trapezioidea,Trapeziidae,Trapeziinae,,Trapezia,ferruginea,,"Latreille, 1828",Na,Id,NE,1,,,,True,,,,,,,True,,True,,,,,,True,,,8534,Xanthid crab,cangrejo xantido,,"Syn.: Cancer bidentata Forskål, 1775, Grapsillus subinteger MacLeay, 1838, Trapezia cymodoce var. edentula Laurie, 1906, Trapezia ferruginea Latreille, 1828, Trapezia ferruginea typica Borradaile, 1900, Trapezia miniata Hombron & Jacquinot, 1846, Trapezia plana Ward, 1941, Trapezia subdentata Gerstaecker, 1857, Trapezia subdentata Gerstaecker, 1857, fide Appeltans et al. (2010)","Gulf of California and Panamic, Baja California, Mexico to Colombia and Ecuador (Galapagos Islands)",,Origin and Affin. Western Pacific. Sublittoral found exclusivelly on Pocillopora corals.,Origen y Affin. Del Pacífico Occidental.Sublitoral encontrados exclusivamente sobre corales Pocillopora.,Caparace width to 18 mm.,Longitud de carapazón: 18 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Eurypanopeus,planus,,"(Smith, 1869)",NoData,NoData,NE,1,,,,,,,,,,,True,,,,,,,,True,,,8516,Xanthid crab,cangrejo xántido,,,Mexico to Ecuador including Galapagos Islands,,Littoral under rocks.,Litoral bajo rocas.,Caparace width to 30 mm.,Longitud de carapazón: 30 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Eurytium,affine,,"(Streets & Kingsley, 1877)",Na,Id,,1,,,,,,,,,,,True,,,,,,,,True,,,9246,Shingle,guijarro,,"Syn.: Panopeus affine Streets & Kingsley, 1877 fide Appeltans et al. 2010",Gulf of California and Ecuador (Galapagos Islands),,Origin and Affin. Eastern Pacific.,Origen y Affin. Pacífico Oriental.,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Hexapanopeus,cartagoensis,,"Garth, 1939",Na,En,NE,1,,,,True,,,,,,,True,,,,,,,,True,,,8518,,,,,"Ecuador (Galapagos Islands) in Cartago Bay, Isabela",,origin and Affin. Eastern Pacific. Littoral and Sublittoral on sand bottom,Litoral y Sublitoral sobre fondo arenoso,Caparace width to 73 mm,Ancho del caparazon hasta 73 mm
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Lophopanopeus,maculatus,,"Rathbun, 1898",Na,Id,NE,1,,,,True,,,,,True,,True,,,,,,,,True,,,8515,Xanthid crab,cangrejo xántido,,,"Gulf of California to Panamic, Baja California and Ecuador (Galapagos Islands)",,"origin and Affin. Eastern Pacific. Sublittoral to 2 m, dredging depth on sand, rocks and coral substrates.","Origen y Affin. Pacífico Oriental.Sublitoral hasta 2 m, mediante dragando sobre sustratos de arena, rocas y coral.",Caparace width to 11.5 mm.,Longitud de carapazón: 11.5 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Lophoxanthus,lamellipes,,"(Stimpson, 1860)",NoData,NoData,NE,1,,,True,,,,,,,,True,,True,,,True,,,True,,True,8514,Xanthid crab,cangrejo xántido,,"Syn.: Xantho lamellipes Stimpson, 1860, fide Appeltans et al. (2010)","Gulf of California and Panamic, West coast of Mexico to Ecuador including the Galapagos Islands",,Origin and Affin. Eastern Pacific. Littoral and Sublittoral to  6 m.,Origen y Affin. Pacífico Oriental.Litoral y Sublitoral hasta 6 m.,Caparace width to 14 mm.,Longitud de carapazón: 14 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,Panopeinae,,Tetraxanthus,rathbunae,,"Chace, 1939",Na,Id,,1,,,,,,,,,,,True,,,,,,,,True,,,14719,,,,,Atlantic and Ecuador (Galapagos Islands),,Origin and Affin. Atlantic.,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Actaeinae,,"""Actaea""",angusta,,"Rathbun, 1898",Na,En,,4,,,,,,,,,,,True,,,,,,,,True,,,14712,,,,Acc. name: Genus incertae sedis fide Garth (1991),Ecuador (Galapagos Islands),,Origin and Affin. Atlantic,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Actaeinae,,Heteractaea,lunata,,"(Lucas, 1844)",NoData,NoData,NE,1,,,,True,,,,True,,,True,,True,,,,,True,True,,,8504,Quarter-moon crab,cangrejo media luna,,"Syn.: Heteractaea pilosus Lockington, 1877, Pilumnus lunata Lucas, in H. Milne Edwards & Lucas, 1844, fide Appeltans et al.(2010)","San Diego, California to Chile and Ecuador (Galapagos Islands)",,Sublittoral under rocks to least 25 m.,Sublitoral bajo rocas hasta por lo menos 25 m.,Caparace width t o 29 mm.,Longitud de carapazón: 29 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Actaeinae,,Paractaea,sulcata,,"(Stimpson, 1860)",Na,Id,NE,1,,,,,,,True,,True,,True,,,,,,,True,True,,,8505,Furrowed pebble crab,guijarro surcado,,"Syn.: Actaea crosslandi, fide Hickam (2000) and Actaea sulcata Stimpson, 1860, fide Appeltans et al. (2010)","Gulf of California and Panamic, Baja California, Mexico to Colombia and Ecuador (Galapagos Islands)",,Origin and Affin. Atlantic. Sublittoral under rocks and on Pocillopora coral.,Origen y Affin. Atlántico.Sublitoral bajo rocas y sobre coral Pocillopora.,Caparace width to 17 mm.,Longitud de carapazón: 17 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Actaeinae,,Platyactaea,dovii,,"(Stimpson, 1871)",Na,Id,NE,1,True,,True,True,,True,,,,,True,,True,,,True,True,,True,,,8503,Dove pebble crab,guijarro paloma,,"Syn.: Actaea dovii Stimpson, 1871, fide Appeltans et al. (2010)","Gulf of California and Panamic, El Salvador to Ecuador including Galapagos Islands",,Origin and Affin. Atlantic. Littoral and Sublittoral under rocks.,Origen y Affin. Atlántico.Litoral y Sublitoral bajo rocas.,Caparace width to 22 mm.,Longitud de carapazón: 22 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Euxanthinae,,Edwardsium,lobipes,,"(Rathbun, 1898)",Na,Id,NE,1,,,,True,,,,,,,True,,,,,,,,True,,,8507,,,,"Syn.: Medaeus lobipes Rathbun, 1898, fide Hickman (2000) and Appeltans et al. (2010)",Gulf to California to Panama and Ecuador (Galapagos Islands),,Origin and Affin. Atlantic. Littoral to dredging depths,Littoral hasta profundidades de dragado,Caparace width to 23 mm,Ancho del caparazon hasta 23 mm
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Euxanthinae,,Glyptoxanthus,hancocki,,"Garth, 1939",Na,En,NE,1,,,True,True,,True,,,,True,True,,True,,,True,,,True,,True,8508,Hancock glyptoxanthus,cangrejo de Hancock,,,Ecuador (Galapagos Islands),,Origin and Affin. Eastern Pacific. Littoral under rocks at extreme low tide and Sublittoral to 15 m.,Origen y Affin. Pacífico Oriental.Litoral bajo rocas en marea extremadamente baja y Sublitoral hasta 15 m.,Caparace width to 48 mm.,Longitud de carapazón: 48 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Euxanthinae,,Lipaesthesius,leeanus,,"Rathbun, 1898",Na,Id,,1,True,,,,,,,,,,,,,,,,True,,,,,9605,Xanthid crab,cangrejo xántido,,"Syn.: Medaeus rugosus Boone, 1927 fide Appeltans et al. 2010",Gulf of California and Panamic,,Origin and Affin. Eastern Pacific.,Origen y Affin. Pacífico Oriental.,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Euxanthinae,,Medaeus,spinulifer,,"(Rathbun, 1898)",Na,Id,NE,1,,,True,True,,True,,,True,,True,,,,,True,,,True,,,8510,Spined crab,cangrejo espina,,"Syn.: Pilumnus spinulifer Rathbun, 1898, fide Appeltans et al. (2010)","Gulf of California and Panamic, Baja California, Mexico to Ecuador (Galapagos Islands)",,Origin and Affin. Eastern Pacific. Littoral and Sublittoral to 134 m.,Origen y Affin. Pacífico Oriental.Litoral y Sublitoral hasta 134 m.,Caparace width to 13 mm.,Longitud de carapazón: 13 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Kraussiinae,,Garthasia,americana,,"(Garth, 1939)",Na,Id,NE,1,,,,True,,,,,True,,True,,,,,,,,True,,,8500,Xanthid crab,cangrejo xántido,,"Syn.: Kraussia americana Garth, 1939, fide Appeltans et al. (2010)",Gulf of California to Panama and Ecuador (Galapagos Islands),,"Origin and Affin. Western Pacific. Sublittoral on clean, white sand to 75 m.",Origen y Affin. Del Pacífico Occidental.sublittoral sobre arena limpia y blanca hasta 75 m.,Caparace width to 14.7 mm.,Longitud de carapazón: 14.7 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Liomerinae,,Liomera,cinctimana,,"(White, 1847)",Na,Id,NE,1,True,,,,,True,,,,,True,,,,,,True,,True,,,8501,Banded claw crab,cangrejo xántido,,"Syn.: Carpilius cinctimana White, 1847, Carpilodes cinctimanus (White), Liomera cocosana Boone, 1927, Liomera lata Dana, 1852,  fide Appeltans et al. (2010)","Gulf of California and Panamic to Ecuador (Galapagos Islands), also Australia, Japan and islands of Pacific.",,Origin and Affin. Western Pacific. Sublittoral under rocks around the Pocillopora coral.,Origen y Affin. Del Pacífico Occidental.Sublitoral bajo rocas alrededor del coral Pocillopora.,Caparace width to 40 mm.,Longitud de carapazón: 40 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Cataleptodius,occidentalis,,"(Stimpson, 1871)",Na,Id,,1,,,,,,,,,,,True,,,,,,,,True,,,14713,,,,"Syn.: Chlorodius fisheri Lockington, 1877, Chlorodius occidentalis Stimpson, 1871 fide Appeltans et al. 2010, changed of Leptodius occidentalis fide Garth (1991)",Gulf of California and Ecuador (Galapagos Islands),,Origin and Affin. Atlantic,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Cataleptodius,snodgrassi,,"(Ruthbun, 1902)",Na,En,NE,1,,,True,,,True,,,,True,True,,True,,,True,,,True,,True,8511,Snodgrass pebble crab,guijarro de snodgrass,,"Syn.: Leptodius snodgrassi Rathbun, 1902, fide Garth (1991), Hickman (2000) and Appeltans et al. (2010)",Ecuador (Galapagos Islands),,Origin and Affin. Atlantic. Littoral and Sublittoral to 134 m.,Origen y Affin. Atlántico.Litoral y Sublitoral hasta 134 m.,Caparace width to 13 mm,Longitud de carapazón: 13 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Cycloxanthops,vittatus,,"(Stimpson, 1860)",Na,Id,NE,1,,,True,True,,True,,True,True,,True,,True,,,True,,True,True,,True,8509,Cammeo crab,cangrejo camafeo,,"Syn.: Xantho vittatus Stimpson, 1860, fide Appeltans et al. (2010)","Gulf of California and Panamic, Baja California, Mexico to Panama and Ecuador (Galapagos Islands)",,Orign and Affin. Eastern Pacific. Littoral and Sublittoral to at least 20 m.,Origen y Affin. Pacífico Oriental.Litoral y Sublitoral hasta aprox. 20 m.,Caparace width to 28 mm.,Longitud de carapazón: 28 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Ectaesthesius,bifrons,,"Rathbun, 1898",Na,En,NE,1,,,,True,,,,,,,True,,,,,,,,True,,,8522,Xanthid crab,cangrejo xántido,,,Ecuador (Galapagos Islands),,Origin and Affin. Eastern Pacific. Sublittoral hasta 110 m.,Origen y Affin. Pacífico Oriental.Sublitoral hasta 110 m.,Caparace width to 13 mm.,Longitud de carapazón: 13 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Garthiope,fraseri,,"(Garth, 1946)",Na,En,NE,1,,,True,True,,,,,,True,True,,,,,True,,,True,,,8521,Frasser pebble crab,guijarro de Fraser,,"Syn.: Micropanope fraseri, fide Appeltans et al. (2010)",Ecuador (Galapagos Islands),,Littoral and Sublittoral under rocks.,Litoral y Sublitoral bajo rocas.,Caparace width to 12.7 mm.,Longitud de carapazón: 12.7 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Leptodius,occidentalis,,(Stimpson),NG,NG,,6,,,,,,,,,,,True,,,,,,,,True,,,14752,,,,,,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Microcassiope,xantusii,,"(Stimpson, 1871)",Na,Id,NE,1,,,,True,,True,,,True,,True,,,,,,,,True,,,8519,Cassiope pebble crab,guijarro cassiope,,"Syn.: Pilumnus beebei Boone, 1927, Xanthias serrulata Finnegan, 1931, Xanthodes xantusii Stimpson, 1871, fide Appeltans et al. (2010); was changed of Micropanope xantusii Garth (1991)","Gulf of California and Panamic, Baja California and Ecuador (Galapagos Islands)",,Origin and Affin. Atlantic. Littoral ans Sublittoral under rocks.,Origen y Affin. Atlántico.Litoral y Sublitoral bajo rocas.,Caparace width to 12.5 mm.,Longitud de carapazón: 12.5 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Nanocassiope,polita,,"(Rathbun, 1893)",Na,Id,NE,1,,,True,True,,True,,,,,True,,,,,True,,,True,,,8520,Xanthid crab,cangrejo xántido,,"Syn.: Micropanope polita Rathbun, 1894, Panopeus tanneri Faxon, 1893, fide Hickman (2000) & Appeltans et al.(2010)","Cocos Islands, Baja California, Mexico and Ecuador (Galapagos Islands)",,Origin and Affin. Atlantic. Littoral and Sublittoral to 275 m.,Origen y Affin. Atlántico.Litoral y Sublitoral hasta 275 m.,Caparace width to 10.4 mm.,Longitud de carapazón: 10.4 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Paraxanthias,insculptus,,"(Stimpson, 1871)",Na,Id,NE,1,,,True,True,,,,,,,True,,,,,True,,,True,,,8523,Engraved pebble crab,guijarro esculpido,,"Syn.: Pilumnoides pusillus Rathbun, 1902, Xanthodes insculptus Stimpson, 1871, fide Appeltans et al. (2010)","Baja California, Mexico to Ecuador (Galapagos Islands)",,Origin and Affin. Eastern Pacific. Littoral ans Sublittoral to 60 m.,Origen y Affin. Pacífico Oriental.Litoral y Sublitoral hasta 60 m.,Caparace width to 15 mm.,Longitud de carapazón: 15 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Xanthodius,cooksoni,,"(Miers, 1877)",Na,Id,NE,1,,True,,True,True,True,,True,,True,True,,True,,,True,,True,True,,True,8512,Spoon fingered crab,cangrejo dedos de cuchara,,"Syn.: Leptodius cooksoni Miers, 1877, Leptodius lobatus A. Milne-Edwards, 1880, fide Garth (1991) and Appeltans et al. (2010)","Gulf of California Clarion and Socorro Islands, Mexico to Chile and Ecuador (Galapagos Islands)",,"Origin and Affin. Atlantic. Littoral on rocky shore, ocasionally Sublittoral to 5 m.","Origen y Affin. Atlántico.Litoral sobre costa rocosa, ocasionalmente Sublitoral hasta 5 m.",Caparace width to 28 mm.,Longitud de carapazón: 28 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Xanthinae,,Xanthodius,stimpsoni,,"(A. Milne-Edwards, 1860)",NoData,NoData,NE,1,,,,,,True,,,,,True,,,,,True,,,True,,,8513,Xanthid crab,cangrejo xántido,,"Syn.: Daira ecuadoriensis Rathbun, 1935, Xantho multidentatus Lockington, 1877, Xantho stimpsoni A. Milne-Edwards, 1879, fide Appeltans et al. (2010)",Gulf of California to Ecuador including Galapagos Islands,,Sublittoral.,Sublitoral.,Caparace width to 11.2 mm.,Longitud de carapazón: 11.2 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Zosiminae,,Platypodiella,gemmata,,"(Rathbun, 1902)",Na,Id,,1,,,,,,,,,True,,True,,,,,,,,True,,,8502,Xanthid crab,cangrejo xántido,,"Syn.: Platypodia gemmata, fide Appeltans et al. (2010)","Panama, Taboga Island, and Ecuador (Galapagos Islands)",,Origin and Affin. Eastern Pacific. Littoral and Sublittoral to 35 m.,Origen y Affin. Pacífico Oriental.Litoral and Sublitoral hasta 35 m.,Caparace width to 18 mm.,Longitud de carapazón: 18 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidae,Zosiminae,,Platypodiella,rotundata,,"(Stimpson, 1860)",Na,Id,,1,,,,,,,,,,,,,True,,,,,,True,,,9814,Xanthid crab,cangrejo xántido,,"Syn.: Atergatis cristatissimo Lockington, 1876, Atergatis rotundata Stimpson, 1860 fide Appeltans et al. 2010",Gulf of California and Panamic,,Origin and Affin. Atlantic.,Origen y Affin. Atlántico.,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidea,,,Edwardsium,crosslandi,,"(Finnegan, 1931)",Na,En,NE,1,,,,True,,True,,,,,True,,,,,True,,,True,,,8506,Xanthid crab,cangrejo xántido,,"Syn.: Actaea crosslandi Finnegan, 1931, fide Hickman (2000) and Appeltans et al.(2010)",Ecuador (Galapagos Islands),,"origin and Affin. Eastern Pacific. Litttoral in rocks, sand or sand/coral and Sublittoral to 275m.","Origen y Affin. Pacífico Oriental.Litoral en rocas, arena o arena/coral y Sublitoral hasta 275 m.",Caparace width to 15 mm.,Longitud de carapazón: 15 mm.
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleocyemata,Xanthoidea,Xanthidea,,,Ozius,tenuidactylus,,"A. Milne-Edwards, 1834",NG,NG,,6,,,,True,,,,,,,True,,True,,,,,,True,,,9742,Xanthid crab,cangrejo xántido,,"Syn.: Ozius agqassizii A. Milne-Edwards, 1880, Xantho tenuidactylus Lockington, 1877 fide Appeltans et al. (2010)",,,,,,
Eukaryota,Animalia,Arthropoda,Malacostraca,Decapoda,Pleyocemata,Galatheoidea,Porcellanidae,,,Porcellana,sp.,,,NoData,NoData,,3,,,,,,,,,,,True,,,,,,,,True,,,8906,Crab,cangrejo,,,,,,,,
